1	SIGCOMM	ACM International Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication	ACM	http://dblp.uni-trier.de/db/conf/sigcomm/index.html
2	MobiCom	ACM International Conference on Mobile Computing and Networking	ACM	http://dblp.uni-trier.de/db/conf/mobicom/
3	INFOCOM	IEEE International Conference on Computer Communications	IEEE	http://dblp.uni-trier.de/db/conf/infocom/
4	NSDI	Symposium on Network System Design and Implementation	USENIX	http://dblp.uni-trier.de/db/conf/nsdi/
