1	TODS	ACM Transactions on Database Systems	ACM	http://dblp.uni-trier.de/db/journals/tods/
2	TOIS	ACM Transactions on Information Systems	ACM	http://dblp.uni-trier.de/db/journals/tois/
3	TKDE	IEEE Transactions on Knowledge and Data Engineering	IEEE	http://dblp.uni-trier.de/db/journals/tkde/
4	VLDBJ	The VLDB Journal	Springer	http://dblp.uni-trier.de/db/journals/vldb/
