1	TOCHI	ACM Transactions on Computer-Human Interaction	ACM	http://dblp.uni-trier.de/db/journals/tochi/
2	IJHCS	International Journal of Human Computer Studies	Elsevier	http://dblp.uni-trier.de/db/journals/ijmms/
